           x0         x1
43 -80.714899 -50.570423
44 -70.456291  44.031796
45  82.080398 -89.244372
46 -12.974958  79.268035
47  28.401000  89.726216
48 -61.423172  51.827973
49  -0.560174  17.541534
50 -90.359093 -39.444968
51 -99.599293 -16.510326
52  99.454019  38.394133
53  14.965292  64.762489
54 -17.388956 -44.282334
55   7.530851 -84.677594
56 -36.727202 -65.604998
57 -15.687157 -10.875469
58  30.662156  29.784970
59  13.141575 -21.656037
60 -31.396579  36.110697
61  80.363779  49.548936
62 -45.636432  43.314559
63  11.770357   8.450467
64 -78.710626 -57.794709
65   0.183559 -54.256549
66 -26.823301 -72.239423
67  71.922481  63.558697
68 -85.248439 -52.726824
69  86.199137  94.107884
70  62.127284  -3.289075
71 -83.066974  74.211412
72  68.164964 -92.927181
73 -25.481746  -0.405881
74  58.543792 -67.819073
75 -93.797851 -99.030073
76 -77.845505 -36.520537
77 -52.872028 -26.883783
78 -51.142685  35.234303
79  33.288002  99.278969
80  24.955010 -15.854819
81  85.898184 -81.646821
82 -41.221413  60.626688
83  40.048558 -13.473738
84  53.525135  27.755153
85  39.889888  87.907186
86   8.365615  32.700071
87  76.393505   2.165453
88 -66.885732 -63.508547
89 -47.271668 -82.961746
90  75.819871  46.269783
91 -68.699430 -23.521663
92  37.415693  52.714297
93 -49.834421 -90.388413
94 -87.123735 -95.302848
95  54.294736  55.995656
96  61.462696   4.958191
97 -29.608372  58.869390
98 -73.098176 -29.540857
99 -33.017603  -6.977048
           x0         x1
0   20.406352 -58.010287
1   79.561973  -1.798001
2  -22.648926 -84.538623
3  -98.152587  10.697900
4  -10.643766 -50.559345
5   17.227289 -90.619953
6   81.236471 -79.061943
7  -28.973207 -21.411342
8   32.187903 -65.728428
9   38.973243 -52.870144
10   8.599633 -67.297954
11 -32.217235  63.503160
12 -25.213004 -61.116155
13 -75.507847  92.810649
14  55.994338 -72.166089
15 -95.068353  24.933689
16  85.402744 -93.247113
17 -91.060827  15.269838
18  90.796071  48.442385
19 -85.516396  67.756750
20  35.064130   5.030487
21 -38.843352  -6.315040
22  89.373108  29.407029
23  65.550107  78.618859
24 -62.619339  21.240265
25  29.091318  71.728352
26  69.746302  75.088094
27 -77.491223  47.623348
28  46.651003  83.242975
29  -8.661170 -10.766145
30  -1.155083 -19.367144
31 -88.275722 -99.495271
32  98.410542  -5.690541
33  48.028588  86.133357
34 -48.510590  42.753848
35 -52.325631 -15.672606
36  40.247430   8.104977
37 -68.998338 -28.484707
38  58.915437  19.007687
39  14.472575 -83.196829
40  19.724197  96.357121
41 -97.833582 -86.648142
42 -45.109629  73.325680
43  45.405084 -30.256515
44  27.792438 -17.275780
45  70.747995 -27.736375
46  13.853554  13.354929
47 -57.790846 -71.162924
48 -92.142530 -36.580237
49 -82.158726  65.800862
50 -27.015984  91.568235
51  43.779262  -8.135081
52 -65.533941 -47.105319
53  -4.921069  95.188357
54 -58.813020  55.466476
55 -31.840639  58.880912
56 -14.110762 -56.326274
57  51.206863   6.847668
58 -54.139162  17.743378
59 -80.299118  56.517286
60  24.230910  77.417417
61   4.311701 -76.581736
62  63.974541  45.797984
63  73.407324  31.630287
64  -6.567268 -25.946843
65  52.273009 -44.488806
66 -73.173588 -81.681539
67 -40.306408 -35.532070
68 -16.579490  80.111254
69  77.828040  -2.551076
70  92.608527 -75.181242
71 -79.009737  84.457148
72 -47.104717  68.614044
73  74.482513 -54.735947
74  23.254424   0.273814
75 -34.603286  60.470896
76  94.055867 -68.319819
77 -12.070349  33.311743
78 -66.000467  50.419011
79 -20.496575  27.391318
80  -3.510108  35.708949
81 -18.872108  99.307990
82  31.655878  23.738038
83   3.015251  88.475003
84 -60.540586 -22.019715
85   0.910429 -88.049941
86   7.132364 -38.336081
87 -86.441017 -33.444544
88  37.629805 -94.672967
89  10.288344 -43.819564
90 -37.781836 -96.512929
91 -43.578605  40.473590
92  57.748768 -41.569041
93  87.531598  39.510802
94  61.593417   2.268782
95  67.057262 -12.906094
96 -70.643306  36.391532
97  83.917321  52.022164
98 -51.864133 -62.645565
99  97.292777 -48.498522
           x0         x1
0   56.481607 -86.446818
1   32.955277  70.467392
2  -93.846492  22.012031
3   39.623738  84.161723
4  -38.044848 -96.553818
5  -10.098882  10.155563
6  -33.537067 -88.560944
7   70.750576 -45.021675
8  -68.259552 -72.748931
9  -34.060447 -15.096757
10  77.928477  90.634966
11  -2.336524  26.235939
12 -22.231664   3.582208
13  13.041377 -41.539329
14  26.775223 -53.432946
15   2.107739  66.113856
16 -49.947767  54.656572
17  36.347351  -0.757024
18 -52.815767  56.533285
19   5.093265  35.217382
20 -90.288472  88.491566
21  35.677066 -93.157224
22  55.859714  21.060541
23 -31.202719  40.490979
24  51.912228 -48.040486
25  28.679926 -99.327546
26  -4.102429 -33.883555
27 -46.148976 -58.505233
28  73.452223 -23.600437
29 -65.079152  82.239973
30  -6.744080  93.598130
31  19.940789 -66.220879
32 -96.678298 -79.037629
33 -29.165985  97.729396
34  40.724914  29.290227
35  24.949612  -7.877326
36  86.116730  80.668767
37 -75.361818  60.374281
38  81.418695  44.753488
39  99.122001 -84.132584
40   6.202675  42.688052
41 -27.870565 -43.633269
42  47.427697  24.297945
43  92.900537 -95.630611
44  60.881908 -68.095318
45  69.161975  52.185996
46  31.021578   6.926802
47  43.945024 -35.809322
48 -66.165896 -77.521353
49  95.929132  32.949224
50  91.170018 -20.945580
51 -40.844310 -50.452413
52  48.274530  36.460123
53  22.205124  62.001753
54   8.218025 -80.438942
55 -18.646824 -31.843050
56 -78.051198  78.843400
57 -76.922486  72.157112
58 -94.490830 -29.476896
59 -54.133721   4.538241
60  53.044708 -54.584332
61 -44.676344  50.860428
62  11.369059  69.089127
63 -72.478291 -57.408745
64 -50.241775  15.781288
65  83.731951  65.741517
66  78.982705   1.217874
67 -84.419116 -75.091678
68  89.023017  17.230737
69 -89.011259  47.448667
70  -0.291386 -60.030516
71  -8.788890  75.813489
72 -80.175458 -25.527490
73  74.715733 -11.579538
74 -62.349046  -2.866248
75 -57.538020   8.467822
76 -15.117120 -46.435123
77  84.244612  95.721090
78  45.863634  30.207464
79 -70.727770  59.165467
80  20.431850 -12.298417
81 -17.542545  38.382284
82  58.684677 -19.863561
83  14.962214 -64.087873
84 -12.770836 -83.154156
85  63.188555  18.183311
86 -20.187112  13.852539
87  96.371341 -36.700446
88 -59.399033  99.552865
89 -43.640629 -17.131543
90 -86.249856 -27.424909
91 -99.009321  49.994618
92  65.760949  77.467981
93   0.093051  86.075912
94  67.200217  -8.714171
95 -24.828844 -90.562393
96 -82.101965 -62.392602
97 -60.159140 -71.679175
98 -36.445698  -4.319782
99  17.347362 -38.959322
           x0         x1
0  -85.615620  39.171931
1   70.978575  15.022747
2   -9.867642 -13.432383
3  -83.201680 -99.245116
4  -80.954302  82.264347
5  -19.124594  57.338601
6  -94.855484  59.103037
7  -13.535228   1.499583
8  -76.974917 -27.090283
9  -57.501182 -58.525657
10  31.308068 -20.323570
11  15.731623  31.924959
12 -93.360287 -44.096729
13 -90.583835  79.121752
14 -61.173077 -69.075808
15  99.614138  34.674596
16 -59.411912 -46.574703
17   2.235586 -38.032480
18 -16.749187 -66.230452
19 -74.490082  32.221187
20  27.956040  18.308538
21  76.411269  63.905817
22  73.220276  -2.802337
23  57.188721  52.376547
24 -45.536761 -87.907674
25 -46.260347 -80.159429
26 -22.319971  -9.967465
27  74.039697  98.268101
28  69.312423  29.334062
29 -88.390456   6.160126
30  -2.834873 -14.164358
31 -21.847708 -64.677780
32 -86.622318  27.203976
33 -43.564221 -48.767826
34  64.787049 -95.563966
35 -32.495065  72.643109
36 -38.916627   2.240339
37  -4.469751  48.877897
38 -24.063624  94.494042
39  60.724450 -62.804634
40  47.696599 -60.217477
41 -63.828664 -32.295654
42 -48.814232 -71.711251
43  12.599259  12.173961
44 -99.843750  17.317224
45  80.227981 -18.654134
46  -7.600587  47.320118
47  21.288461  90.626480
48 -96.570183 -16.416809
49  79.277413 -91.718448
50  11.019295 -79.069259
51 -34.994146  84.074731
52  94.710208 -57.470362
53   9.587108  89.388901
54  84.516432  96.189797
55 -52.350682  66.469836
56  53.310361  -1.630398
57  25.710894 -75.021832
58 -30.850977  70.049556
59 -14.771615  -7.202475
60  45.448113  51.153738
61  97.824420  76.873794
62 -79.881560 -76.445510
63 -26.441116 -73.923810
64  42.689826 -50.673920
65   1.647970 -92.821046
66 -64.755252  61.893705
67  28.369514  23.897683
68  63.285763 -89.980798
69  39.307377  65.254825
70  17.658932  75.789563
71  92.830655 -52.411091
72  37.851234  92.187946
73  51.438451 -30.481675
74  40.065709  11.099779
75  90.107570  54.417058
76 -40.419167   9.196078
77 -70.415909  44.671305
78  -0.472187  68.105237
79  89.874375 -82.476001
80 -66.865401 -10.282887
81  54.340442 -54.229686
82  35.264433  36.678337
83 -51.279156   5.713491
84  59.575661  42.085544
85  33.001067 -85.012707
86  83.464193 -24.912944
87 -69.782231 -29.042080
88  67.135595 -41.406533
89 -37.591056  20.165833
90  18.856079 -42.536128
91 -72.848745  87.853019
92  22.703877 -36.168709
93 -55.574926 -97.137153
94  87.681039  80.460962
95 -10.829145  -4.103646
96   7.916397 -23.071321
97   5.295707  40.670696
98  48.306398  24.116894
99 -28.498741 -35.951385
           x0         x1
0  -85.629930 -98.070009
1  -46.729169 -11.289201
2   42.947448 -55.648892
3  -81.355116 -65.444681
4    4.220540  -5.398408
5   38.230864 -16.867671
6   23.120340 -70.278666
7  -19.873584 -67.469998
8   47.147265  48.449877
9  -35.384420  13.711704
10 -41.121969   9.728762
11  30.116435  59.635199
12 -53.942584 -12.572437
13 -79.942834  62.032238
14  32.068885 -32.796171
15 -38.837596 -62.616794
16  24.223871 -15.230778
17  14.644336  33.192572
18 -33.601921 -31.278888
19  55.149353 -41.378936
20  79.438764 -89.957226
21  49.620381  -0.900223
22  45.480190  37.989806
23 -25.393194 -47.326479
24  97.446228   2.508004
25  65.022214  67.619036
26  84.971037  -7.840756
27 -61.043241 -86.260750
28  28.042325   4.435325
29 -91.132213  78.862967
30  73.111254  86.911302
31 -63.667621  -2.292335
32  26.934135 -29.040794
33 -15.883558  21.566828
34  53.793633  85.422986
35  77.455295 -69.714849
36  88.897830 -43.434819
37 -74.329125 -77.675452
38  95.696608  70.932555
39  63.180926  57.012220
40 -28.739956  10.280103
41 -36.719676 -85.253411
42 -23.747364 -25.011168
43  61.422400 -61.240202
44 -76.452359  91.571135
45 -64.757502  27.369964
46 -96.764190 -37.927305
47  18.358139 -21.849863
48  16.950681 -91.042764
49  20.695758  52.870764
50 -99.878368  39.077351
51 -86.469943  97.761162
52  50.084011  15.209021
53 -48.178172  80.230943
54   9.856755  65.006427
55  10.756576 -34.683413
56  75.862533 -93.356639
57 -66.811842  -8.546705
58  82.752816  30.739432
59 -43.519213 -75.174859
60  98.069157  47.190233
61  -9.399308  17.242131
62  -1.190478 -48.261467
63   0.066653 -53.076389
64 -44.546599  69.411918
65  -6.762262  82.743249
66 -54.702106  19.868843
67   6.058681 -83.965970
68 -12.791711 -39.772254
69  91.345484 -18.460234
70 -27.209529  76.537660
71  -4.418487  92.171613
72 -94.782328  43.986048
73 -70.323654  74.272194
74 -10.055511  55.277885
75 -92.582147 -44.427311
76 -58.717975  72.584663
77  71.706066 -23.729574
78  66.744237 -95.372311
79 -83.012170  88.667046
80  87.450266  98.559984
81 -50.524295 -72.686229
82  37.078725 -27.242879
83 -73.838790  50.247238
84 -30.442091 -79.302939
85  35.209700  40.074607
86 -20.945528 -81.508834
87  59.982318  34.629525
88 -57.467075  24.053149
89  92.367714 -96.178847
90  80.730753  44.743072
91  12.125532 -59.009208
92  -3.241464 -51.170527
93 -69.403090  28.429938
94  57.572224  95.966103
95 -17.363585  23.329735
96  41.099909 -57.966653
97   2.548427   0.413525
98 -88.843560  61.010281
99  68.184231   6.070189
           x0         x1
0  -61.858925  -0.939149
1  -28.152391   4.963030
2  -14.233861  34.685987
3   20.462559 -37.776173
4   33.425790 -71.698447
5   10.396349 -23.456983
6  -85.473169  74.649449
7  -81.124804 -16.959438
8  -96.819193  50.341379
9  -83.991376  18.830606
10  34.624624  97.409835
11  84.265911  44.619358
12  59.779700  52.354137
13  89.811392 -67.841350
14  -4.378612 -12.479466
15  49.679733  68.348718
16  94.705349 -21.885878
17 -68.142235 -64.698858
18 -53.888803  33.000519
19 -31.698668 -40.453745
20 -41.918757 -98.060471
21 -32.012550  -3.373196
22 -89.969974 -42.308184
23  -2.052812  20.973378
24 -66.584790 -33.539975
25  30.965861   1.623114
26  78.480531 -35.063341
27  -1.857569 -96.875143
28 -74.871632  89.051792
29  76.395567  60.136506
30 -86.407341  76.320063
31 -78.132514  41.149279
32 -76.654711 -39.631593
33  65.968106  42.142975
34  37.391613  84.296884
35  -6.052274 -63.777474
36 -39.277419   8.465975
37  22.552045 -48.076711
38 -24.896801  22.553591
39 -70.758827  58.468164
40  70.060687  17.296486
41  61.958809  31.856994
42 -64.589037 -81.109981
43  51.387069  81.462855
44 -55.513248  72.178607
45  86.309968 -50.767345
46  17.807848 -28.753149
47  98.615669  71.051050
48 -91.837676  25.160732
49  93.523869 -59.340448
50 -58.683473  29.925927
51  82.946944  -7.475428
52 -43.569954  14.382900
53 -21.119536  93.210475
54 -37.437128  83.948648
55 -46.822063 -24.693749
56  25.307751 -73.206735
57  52.848535  57.334187
58   7.574956 -53.504974
59 -50.296850 -88.611371
60   2.262639  64.635744
61  44.750377 -76.419779
62 -18.722970  38.218995
63 -56.807841 -74.426870
64 -94.898797   3.328144
65  74.368675 -95.199889
66  15.049918 -46.962379
67 -11.445141 -27.718684
68 -73.253284  -8.045590
69  47.078097   7.966932
70 -23.877742 -31.063716
71   4.739934 -87.769705
72 -62.069220  54.074257
73   8.230848 -78.819860
74  73.846870  46.982902
75  12.912029 -84.454980
76   1.554874 -10.915119
77  67.607895  87.757376
78  97.729448  27.691245
79 -49.631472  90.961600
80 -34.001587 -54.336557
81  63.553673  67.062980
82  28.508074  99.670971
83  26.989451 -82.868052
84  40.712760  11.743014
85  91.258138  62.722609
86 -13.353966 -15.711540
87  54.905389  -4.137032
88 -45.564587  37.923088
89  42.553715  79.638463
90 -26.953849  13.435580
91  38.821123  95.948369
92  68.957336 -19.646586
93  81.849487 -61.382780
94  -8.573778 -91.271370
95  18.232821 -93.275873
96 -93.555077 -68.146369
97 -17.329194  48.125941
98  56.647562 -44.156249
99 -99.696439 -56.753064
           x0         x1
0   88.542020  45.929997
1  -53.443366 -96.624139
2  -51.318374 -45.346637
3   22.780314 -86.650864
4   83.078114  62.637440
5  -20.364162 -56.504540
6  -15.070194  67.402606
7    6.148073  55.229592
8  -33.028562   2.319998
9  -34.850458  18.974026
10   1.245119 -37.493581
11  64.437250 -72.508608
12 -84.605180  32.388239
13 -73.835240 -41.437895
14  51.005035 -98.862143
15  80.214255  97.583266
16  74.348074 -32.579896
17   2.487968  70.984559
18 -25.309334  68.653299
19 -54.895791  98.634104
20  42.104635   8.642887
21  39.646356  38.886635
22 -64.646391 -21.697102
23 -94.736062 -58.005087
24  59.660683   0.275421
25  63.027348 -34.537020
26 -91.492221  36.393619
27  -3.525883  77.869261
28  93.392851   6.166312
29 -61.924057  87.434951
30 -98.788501 -60.701973
31 -47.107754  75.936313
32  55.631586  16.267467
33  17.652815  81.288364
34  26.664312 -94.953636
35  91.133136  93.238714
36 -82.088954   5.428413
37 -77.717996 -19.823682
38 -88.728222  60.966053
39  18.682194  -8.058251
40  -6.342511 -22.501260
41  21.676590 -48.475778
42 -49.270883  43.854943
43  60.762798 -27.083887
44  79.855694 -55.817348
45 -18.986630  78.540705
46 -10.274472  -5.075545
47  47.821451  90.852756
48  30.276380  14.217199
49 -42.969501 -42.634130
50  76.308888  22.664553
51  33.858629  56.312942
52 -59.622942 -68.748052
53  24.735079  41.355134
54  37.956305 -88.522259
55  -4.653083  31.638596
56 -26.105141 -92.028932
57  66.771240  65.773541
58 -30.084224 -67.789023
59 -13.152466 -50.677992
60   4.670696  -6.388596
61  70.490109 -85.917301
62  -9.421503  53.775210
63 -97.502571  -2.002113
64 -93.787340  85.314248
65  11.322250 -80.826607
66  41.945960 -77.164062
67 -78.391340  27.258151
68 -81.700877 -13.892509
69  56.997008 -70.602787
70   8.322786  95.986462
71  98.629917  82.265287
72 -63.363390 -38.224760
73 -74.028030  11.881489
74 -39.631223  51.061641
75  94.172877 -30.177334
76  87.706986 -11.845980
77  96.156777 -53.182422
78  45.032319  20.855705
79  49.003982 -78.755933
80  13.807453  89.790221
81 -87.644111 -62.343199
82 -56.337387  58.473737
83  69.822318  46.411146
84  53.768226 -29.687054
85 -29.273706 -14.459477
86  34.243648 -25.341714
87 -68.488248  -1.528299
88 -23.342974  72.375075
89 -16.036397 -91.077994
90  29.773466  25.760690
91  85.200723 -82.278494
92  15.439497 -75.749686
93 -71.736288  49.277641
94 -41.779757 -17.823840
95 -45.436460  35.188666
96  73.004762  28.799210
97 -36.752665  12.050383
98 -67.590149 -65.622362
99  -0.601055 -46.568893
           x0         x1
0   28.581925  37.956787
1   93.429762  -3.529588
2   87.606343 -13.360177
3  -48.507342 -57.726669
4   34.454384 -31.404150
5   50.681498  16.040603
6  -10.555138  74.570364
7   52.524061 -76.249914
8    1.749515 -88.140639
9  -16.370903  65.736074
10  64.494774 -81.372801
11  26.334604  56.468079
12 -64.406788  34.753882
13 -95.289653 -98.059459
14 -50.020387 -39.873293
15  -8.810084  47.133027
16  38.387233  12.287518
17  24.325311 -50.790039
18 -97.316346  84.822012
19  83.225585 -62.504207
20 -28.781617  24.132119
21  -4.291908 -66.288156
22 -45.128472 -95.854440
23 -83.427341 -82.435247
24 -57.470625 -18.109669
25  60.927344  11.564414
26  90.256061  61.209758
27 -34.127515  -9.714899
28  23.017969 -58.146586
29  80.133024 -28.683533
30 -71.862286 -64.524412
31   3.107629  93.244332
32  -7.257206  98.843186
33  16.796736  18.603966
34 -23.199642  79.154234
35 -92.203728  33.196333
36  48.970595  21.819454
37  75.616227   8.462687
38  57.703981   3.546480
39  77.307835 -40.645198
40 -36.013799  59.697011
41  21.738440  30.755500
42  85.613600 -93.044781
43 -43.384502  63.104799
44 -21.406444 -35.040848
45 -39.722864 -22.824026
46  68.233923  15.973567
47 -77.057363  77.515276
48  11.561209  54.271487
49 -58.312502  28.721071
50  67.685232  52.367440
51  47.567723  80.212777
52 -41.974930  -4.378842
53 -89.821330  -7.291883
54 -31.709505 -47.080699
55 -62.390496 -36.541699
56  31.836781  82.651884
57 -67.483961 -43.097154
58 -46.825646 -70.121982
59  42.934878   0.505715
60  32.732965  23.960272
61  58.522955 -20.268093
62 -55.335837  69.014177
63 -73.527189 -16.374167
64 -68.330893 -24.344524
65   5.911286 -27.619423
66  14.355081 -78.019928
67  89.022757  91.721592
68 -75.969686  48.354430
69 -19.831702 -69.001891
70  45.720971  95.172337
71 -52.041776  50.731951
72  99.396330  67.025082
73   6.317074  72.911751
74 -60.021783   5.717793
75 -87.370946  -0.040749
76  37.913673 -85.909468
77 -80.686997  44.476047
78 -26.883473 -97.904763
79  70.344505 -53.030027
80  97.215031  70.446284
81  95.776120   7.072838
82  -3.818943  41.034830
83 -91.112465  26.913046
84  63.949911  88.712557
85  78.587635 -90.085235
86  18.030731  43.286790
87 -78.560358  86.197730
88 -32.673129  97.168092
89 -98.541997 -32.306562
90 -15.020953 -11.148752
91  55.559751 -75.662156
92   8.141804 -86.499297
93 -12.490693  38.835616
94  12.938397 -49.323037
95  73.130852 -73.958328
96 -85.882598 -45.802730
97  -1.623849 -61.102320
98 -24.006306 -14.670279
99  41.093052 -55.557717
           x0         x1
0   44.543007 -12.367940
1  -48.702056 -57.367672
2   39.904505  52.159504
3    4.028562  77.302829
4   86.515063  83.249273
5   75.964417  29.049895
6  -58.706892  46.452578
7   23.484257 -78.317429
8  -30.106918  87.890556
9   16.350480 -14.226661
10 -93.326851 -89.845085
11  93.810480   6.107072
12  66.496304 -90.403832
13  79.480000  62.638075
14  -8.439537  45.511360
15  95.118456 -29.854589
16  24.110422 -34.165524
17  56.826827  41.802455
18 -75.491913  98.930679
19  -0.046549 -32.351008
20  83.362024 -51.957006
21 -89.011127 -96.691912
22  50.892057  34.891993
23 -40.563281 -82.728477
24  42.955678 -74.152120
25  69.982553  71.444050
26 -62.745277  85.217553
27 -36.101949  90.351206
28 -24.476000  18.533397
29 -72.755162 -70.523202
30 -77.983742 -31.894048
31 -51.568561  -8.675455
32  12.031081 -10.700003
33  32.390687 -38.989740
34 -42.558945  55.374499
35 -81.655066  80.965480
36  18.524311 -18.121693
37  36.730280  96.738883
38 -20.094404  51.544527
39  76.874265  36.255659
40  80.334989  -5.039869
41  -5.670521 -73.875613
42  20.915424 -55.595631
43   6.794861  56.978782
44  61.139030  93.857223
45 -67.985323 -81.960180
46  49.062495  38.481736
47  14.907462 -16.685290
48 -82.827549  79.564002
49  28.173985 -86.011441
50 -90.775223  -3.078684
51 -33.874335 -44.764307
52 -39.636235  74.119127
53 -98.540536 -59.095479
54  26.024556 -47.201095
55  59.037644  61.761713
56 -57.915672 -85.459370
57 -45.847480  21.131388
58  91.048766   0.578802
59  63.411029 -53.666635
60 -65.546882  -6.123581
61 -60.710962  43.165095
62 -86.357747 -37.810306
63  85.477470  15.881880
64   3.320995  30.313182
65  -7.969636  65.431773
66 -23.850356  72.684131
67 -69.336149  11.042621
68  97.841126   9.884804
69 -27.372479  89.877500
70  98.889569 -41.720203
71 -52.593839  49.898965
72 -29.987822 -20.180791
73   9.972951  16.267113
74 -71.462003  22.567284
75  71.983467 -43.783488
76 -12.504988  66.738870
77  88.012967 -65.470127
78 -79.524028 -93.113671
79   0.944467 -67.393525
80  72.282895  12.705549
81  -3.206885  94.219989
82  31.411721  26.760021
83 -35.463008  24.002743
84  35.478840 -76.966216
85  11.666827  69.336990
86 -84.134415  58.880106
87  55.322876   2.749464
88 -17.148168 -62.457098
89 -94.243376 -49.049320
90 -19.563216 -98.777590
91 -55.946942 -24.014828
92  64.580190 -26.454656
93 -14.855186 -22.642681
94 -97.820918   5.650333
95  41.800419 -94.447451
96 -47.070695  33.921216
97  53.030207  -0.248502
98 -11.095202 -69.601814
99  47.025687 -60.555421
           x0         x1
0  -61.746169 -29.539789
1  -96.071069  89.170752
2   41.861713 -72.685620
3  -34.572085  73.428862
4   81.346805  69.916643
5   90.174983 -22.795803
6  -16.916009  32.768423
7   24.931384  86.944093
8  -27.472911  45.568820
9   28.358089 -78.957713
10  85.390700  90.048545
11  73.216796 -33.440456
12 -33.948013 -25.650815
13 -66.645087  60.844493
14  -7.083086  84.317103
15 -37.549085  20.635562
16 -52.095128 -34.549843
17 -89.229605 -80.534742
18 -56.982487  11.939846
19 -23.669432  81.525287
20  94.292561   0.247469
21  98.444783  -1.927259
22  23.774451 -53.507907
23   6.887719  64.785801
24  51.897579  98.603078
25 -84.026964 -85.520182
26  46.524483  95.472640
27  -3.491121  28.930793
28 -94.002145  50.456951
29 -47.709705   8.391652
30   5.679212  40.899091
31 -59.239575 -59.197112
32  88.916783  74.857436
33  54.096053  57.805838
34  53.289999 -68.551165
35 -20.458590 -47.930683
36  43.360798  76.721455
37  39.314356 -74.977515
38 -14.204482  34.958016
39  30.918237  19.202376
40 -44.226286 -38.960003
41  33.063656 -45.580614
42  -4.142812 -16.153593
43 -65.043132  70.363657
44  78.525298  27.338896
45 -10.018552   6.921853
46  57.708844 -89.018535
47  96.617071  23.354821
48 -91.050338  12.905518
49 -68.835419  78.053856
50  60.276520 -31.284331
51   0.559845  14.194971
52 -48.583805  -7.444391
53 -80.760757  36.774771
54  26.552082  92.434505
55  34.332812 -96.868808
56 -75.648924 -98.649137
57 -76.558326  43.389698
58 -24.846118  38.981040
59  -1.404231 -41.816546
60 -30.479245 -65.752838
61  36.634879 -15.312412
62  74.356537 -54.200068
63  45.221335 -95.851217
64  58.071617  25.273873
65  -8.151390 -51.396638
66  76.359782 -60.286703
67  69.680021  46.651126
68  93.628416  17.112586
69   3.805356 -86.972188
