,name,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,fitness_distance.fd_correlation,fitness_distance.fd_cov,fitness_distance.distance_mean,fitness_distance.distance_std,fitness_distance.fitness_mean,fitness_distance.fitness_std,fitness_distance.costs_runtime
10,origin_1,0.4465685964974746,62211975.76076269,-1179530.52432294,590106.2184926707,-0.5002890610494344,0.6418313669364448,0.6379441191003375,9.829838600500594,0.9741065200054516,0.011325,2.5536314464385956,6.651117389904332,2,0.00335,0.40651676628758654,29610.85940571304,32.55546118839139,22.531018397148607,4245.258199999999,3232.8959547991712,0.001511
11,origin_1,0.404389511636006,59381112.74217771,-1139690.7342416877,768660.2740111023,-0.6744463659455328,0.6862630414622697,0.6257824962484096,5.592448964416823,0.9787916442385538,0.010636,2.867465376108291,8.765264579297702,3,0.001846,0.4904173897329903,365330.8113665651,65.5423235972106,51.039340944575876,22446.546000000002,14595.379176837061,0.00099
12,origin_1,0.2726103582421565,60251421.52337166,-1134015.1336738528,680277.4218486949,-0.599883900706695,0.6100859128872413,0.5530520967842577,2.918167015907534,0.9789603464764318,0.008937,3.8720448760100896,16.4975511545602,3,0.0017,0.704447367081946,342115.80294998205,63.5461509071009,56.050223992009,9271.8139,8664.574350474906,0.000956
13,origin_1,0.41156257415216224,75077369.50387242,-1504699.4368593292,1100793.3039639136,-0.7315702239256066,0.6998748023871861,0.6545148006607786,2.023309107773594,0.9856098909171218,0.008773,3.184880719442413,10.029005661004994,2,0.001901,0.7659936507424414,214765.57607261557,48.89279792264397,40.86837154953123,6181.274,6860.443126864166,0.000938
14,origin_1,0.45322487426867464,55884783.19590216,-1157230.5956107867,746980.3014651217,-0.6454895889361318,0.6619799517754812,0.6382993173429466,15.800616731094767,0.9827207162464624,0.008991,2.7377187542078776,7.259885269896918,2,0.001789,0.5395024147278886,182171.60648141854,65.26994163763054,50.92857916529281,13101.867999999999,6630.186352751917,0.000929
15,origin_1,0.3661846448221664,59888643.0413641,-1052636.6154123791,418623.52568497026,-0.39769044659440334,0.6506759482246665,0.6945818884935695,7.128887128074081,0.9701933817702031,0.008884,2.585442262143939,7.246811393416332,3,0.001689,0.5125205858677767,139113.03815576696,48.38682223630548,37.09023016472684,9398.788,7318.077310407883,0.000981
16,origin_1,0.43618645266566314,57015863.55367565,-1123078.002214197,790801.7859036282,-0.7041378999005663,0.6546206769855887,0.6021832909758866,2.6527758109251325,0.9865350466170901,0.008933,2.84326079316082,7.976564476046228,4,0.001745,0.8777242279148962,446137.0534711564,71.77433030534853,54.842173142230806,11018.4728,9268.203324130625,0.000974
17,origin_1,0.3970153128887607,61274169.83747243,-1191508.4819220614,788081.3836286496,-0.6614148330336429,0.6391424523053482,0.5885664620454221,2.497113128985046,0.9820721191664455,0.008808,3.52899269164099,14.297671166790128,4,0.001742,0.6684135652764644,61839.15233790905,42.85854198795877,29.738149717843033,4235.386199999999,3111.0309310242696,0.000889
18,origin_1,0.33103736460429156,50085131.10534373,-935789.4218057701,501377.1943280019,-0.5357799336527084,0.6025658268375733,0.5445578941652844,19.49834922133232,0.9748338159719463,0.008712,2.6804265725057745,6.818251779808454,2,0.001707,0.7105926387373873,162246.8479559141,52.90857349108082,35.66796197416489,11326.038999999999,6401.433955503772,0.000956
19,origin_1,0.444146449795465,63587724.535008125,-1447310.7547233512,1155193.975734419,-0.7981658202734979,0.6734184787258586,0.615602304556123,2.7990638507742416,0.9879521946193001,0.008784,3.3718572316550603,12.019923654366416,5,0.001721,0.5172694767938365,379475.0182470613,81.10314305369226,59.20893440020626,14990.453,12390.222155805,0.00086
20,origin_1,0.4224844064076865,70603109.88697255,-1330124.963774973,900011.3214683267,-0.6766366664633084,0.6857368124963812,0.6589515343910948,1.987356208579762,0.9845937039931169,0.009177,3.144333691523752,10.73712776657184,3,0.001668,0.4910770671735363,145914.35133757786,37.584485333692825,34.267748095126,8211.6096,8670.872288684022,0.001002
21,origin_1,0.3837575175655892,67110401.1540085,-1246842.7443927177,842940.5173435031,-0.6760600092789266,0.6458310825695184,0.6042012767006391,3.0303439981529134,0.9803699177971922,0.008483,3.2926579908252402,12.159031245541652,2,0.001936,0.8325564081965473,345228.7853896388,81.25871493563923,52.520400698546084,10128.759799999998,7895.239368768228,0.001009
22,origin_1,0.4263594461937862,72170075.20958932,-1593109.6734613094,1209242.7459881767,-0.7590455108849382,0.6846692342298555,0.6281250341626616,2.2899246414493475,0.9864813089057535,0.008639,3.255798453996958,10.327648844860985,2,0.001787,0.19036636954262728,70550.75215706421,58.64803210763604,40.193471640979595,13072.2505,9220.530343562568,0.00106
23,origin_1,0.328490704810247,71428333.45203225,-1295102.47526168,823707.020437506,-0.6360168682953625,0.6801623903685213,0.662066450969726,2.251228079832871,0.9827572523595912,0.009055,3.5029540751298387,13.450566396857987,4,0.001702,0.12780013420516248,154633.31443929224,67.02406453859876,60.825056996208005,22263.025,19892.49375043553,0.001017
24,origin_1,0.4069079252523191,56607457.26771179,-1010205.0492999332,697898.0758588325,-0.6908479385867969,0.6341544644826482,0.557652757243275,2.368702287702182,0.9779669896116445,0.008867,2.8288618741746188,8.427327989088223,3,0.001685,0.7064264629696414,240702.86109191313,55.57562580230439,47.092846977218095,9295.172199999999,7235.346703725273,0.000914
25,origin_1,0.3721777927523291,61819627.09468939,-1228155.2950554902,845103.4634372134,-0.6881079834444146,0.6659844719543446,0.5985621328697122,2.9092603788876756,0.980194257869614,0.008426,3.0758367561396436,9.59762798994025,3,0.001759,0.6609506944454822,186315.16930822207,70.8185192852786,47.5642302005328,8117.4612,5926.505338336409,0.000975
26,origin_1,0.27596466092045335,47544832.88272491,-969199.2530484011,573716.7040904005,-0.5919491810233055,0.5552698779905787,0.49929954108146835,2.8687843217195947,0.9769797069083348,0.008541,4.102211366747167,18.987395302183096,4,0.00174,0.8375317674114061,464409.9709886742,89.24111017629183,63.575937460593224,13348.98,8721.82712021079,0.000893
27,origin_1,0.3428822891058514,77722266.87225388,-1298017.8881420621,834716.7034234015,-0.6430702620117092,0.6607183345461636,0.630835359094178,2.342752875799483,0.9825839519794501,0.009113,3.2883440676369253,11.085234150997035,3,0.00172,0.7681235435639975,338823.3575851514,56.403715828845066,50.65888579047972,8886.569800000001,8707.36262759415,0.000921
28,origin_1,0.4334343345875151,48193784.96891664,-904830.1832689992,423541.46416205104,-0.4680894514723934,0.6230068369186696,0.6147804212963041,3.784291874722238,0.9793405512863761,0.008892,2.110786098931282,3.886857894289684,3,0.001785,0.758452919076685,304815.5796570111,68.46640204451651,41.604823158944555,11453.1924,9659.727012129842,0.000918
29,origin_1,0.37383087306945084,69495411.60718313,-1307944.795579418,872774.7044721288,-0.6672871113688637,0.6689578836554146,0.630108634055407,2.152715366156545,0.9855714049912836,0.008789,3.242974482269221,10.866010567682851,3,0.001691,0.6360895860540101,176880.56134154444,62.53258802117573,39.73021902253172,9037.189000000002,6999.078478895871,0.001162
30,origin_1,0.31685209181841156,52940271.13716565,-1005471.3607169922,543793.5138711613,-0.5408344137056149,0.5269830499402286,0.48368639270762825,3.155850425614177,0.9647624111344053,0.008652,4.160300757330281,22.32609500771407,3,0.001702,0.776689233291924,305374.95724940655,66.73738341574327,48.5670269521165,11400.487900000002,8095.517492264997,0.000926
31,origin_1,0.4177195265647248,71977386.40132697,-1465264.5399597338,936566.6038488344,-0.639179191407015,0.6696189097090891,0.646784698608375,2.073516745267084,0.986623406488604,0.008545,3.335778443650658,12.659978277800455,4,0.001635,0.7027874958006377,128918.86350951107,45.99813028714452,32.54256327057372,7091.393000000001,5636.904597619079,0.000909
32,origin_1,0.4875231934697859,63104555.82902782,-1240740.3161170697,773244.3196498536,-0.6232120530021484,0.6810172449780627,0.657654412282513,3.943107210096271,0.9839860160337135,0.00884,2.386523306299701,5.161598996923344,3,0.00199,0.5835230913946015,110025.72939556092,44.61096878346588,34.58257386915276,6114.5354,5452.2893589971745,0.001004
33,origin_1,0.3800719572665666,57214310.192074254,-1100652.8448168978,633029.7784107407,-0.5751402736946091,0.6273707796995605,0.581099952975725,3.2967795414681955,0.9730252010998915,0.009171,3.0162065685904214,10.253244188026558,3,0.001839,0.6001842066407561,364012.511736069,52.4592157143795,55.671584188055945,10958.7169,10894.270852691543,0.000969
34,origin_1,0.3206136297636468,55783061.50662888,-1007757.4631488908,683798.9071882479,-0.6785351954145938,0.6190129092577712,0.5440152154173252,2.3127022495722924,0.9731096471794553,0.008573,3.275610851679575,12.2267676496125,4,0.00181,0.5465790547998859,296490.84080064145,72.01135426468895,57.202134104560265,12314.208499999999,9483.006856919279,0.000933
35,origin_1,0.3390962459567777,63986816.00931134,-1121647.5529691868,588954.3746823072,-0.5250797125382635,0.6508083897015808,0.6213293429929689,4.281255165348772,0.9745738102470853,0.010334,3.2601625383847805,12.526959047075199,3,0.00201,0.43067611950687706,70905.69880378465,40.073184156742734,24.21354450592101,7151.3724999999995,6799.421776275967,0.001036
36,origin_1,0.37545553987880664,52866698.06618068,-1014708.0343657061,627796.4679390177,-0.6186966562568446,0.5890409704352408,0.5392682390176917,29.277808981432436,0.9783140494888,0.009215,3.1561916700971,10.337078189837262,3,0.001716,0.62899582901884,213175.05278672426,64.82788668507055,45.80679278845037,10088.035,7398.756395335414,0.000941
37,origin_1,0.28866110845281334,55060945.637524135,-982887.4137276413,551765.4305086442,-0.561371956545919,0.5653195160253279,0.5339647448321689,2.292349461156889,0.9737826938588093,0.009688,3.920260746842183,17.51053289560605,3,0.001687,0.6790099942421222,462679.7035810521,86.56868613662675,55.65468383671176,13204.598999999998,12243.414763032091,0.000962
38,origin_1,0.4007784186934775,60314885.09430132,-1104401.953814117,735320.1283902854,-0.6658084276750997,0.6586587144774527,0.6194553739661275,5.380333553289068,0.9797701243799464,0.008693,2.8389219356434303,8.239031926448213,4,0.001702,0.8509726181110266,432394.905732026,77.07868055905624,60.09672282734945,7929.7117,8455.011309708489,0.000973
39,origin_1,0.3611064557860729,47576727.21947815,-909101.9955753168,581674.1708082686,-0.639833785031086,0.6035377006187777,0.5199180721266127,19.934647948262633,0.9694773761698039,0.008654,2.766469770782623,8.738343782842138,2,0.001717,0.4196857974546584,171889.99808535568,67.3171252969979,55.21152358483789,12506.817,7418.16693665408,0.000945
40,origin_1,0.381545567943789,59554013.88611135,-1158046.839100528,606205.0208567284,-0.5234719360121709,0.5848977047021522,0.5774536235248914,4.535450892089919,0.9794604672235233,0.008816,3.2039250396115477,10.728295040465756,2,0.001661,0.867738167148561,164139.1625637656,39.957364616600614,40.15554019343568,4051.4055,4710.619662540924,0.000938
41,origin_1,0.41369945471703395,58586067.287507296,-1298229.560747904,975191.7372391562,-0.7511704915094929,0.6250689030295355,0.5572918016681652,2.8544267335840807,0.9777126488280621,0.008433,3.8470818230246637,17.33340813784897,3,0.001718,0.7945308979229415,316631.5504818709,78.9077099107154,54.87947539561557,7220.225,7261.618779019287,0.000883
42,origin_1,0.353591824890529,63124487.577326074,-1092482.9582366708,644012.893636838,-0.5894946816161885,0.6379264368644091,0.5843120260880164,3.207500135777291,0.9725755919817021,0.008288,3.1366647495072995,11.10943167861513,3,0.00167,0.7948836457988154,270172.0509468735,62.35968397250316,45.233913909155824,7621.0697,7514.025952918242,0.000877
43,origin_1,0.4274543395578764,76257749.26605463,-1540099.9646183506,1094994.776794768,-0.7109894175383068,0.7188304456369052,0.7066083784728846,1.9970295259864537,0.9871136279505767,0.008827,3.1344733152497555,9.985902630367477,3,0.001773,0.03215538664201839,13979.065731096454,49.54047740688958,33.49929838733631,13667.816,12977.430143440231,0.00091
44,origin_1,0.3464758337671049,54537696.418756396,-1045279.4263704363,637864.5217734855,-0.6102334989873156,0.5952403043753245,0.5450651825391304,3.918884176473688,0.9759665827656229,0.009552,3.387581005331959,12.641235340741675,3,0.001877,0.12295751686451797,92346.86265688948,77.61028599797469,49.95569472596169,18972.7583,15034.260067784588,0.001011
45,origin_1,0.29179815415188726,48401560.37662921,-787096.0834910944,381625.68267815193,-0.4848527272369153,0.5698855187621301,0.544347309131497,21.87255850570502,0.9629346890322594,0.009062,2.750220313142478,7.82708510645395,3,0.001766,0.46537512776151,439858.25636900385,65.50779023999374,49.462170478393155,16949.5497,19108.931776253146,0.000971
46,origin_1,0.42876156381512154,57594492.95599249,-1216756.5629957044,946184.3625919329,-0.7776283205429263,0.6421105598438308,0.5622072108253384,1.0783200772027284,0.9886658657153637,0.008807,3.2842223480838153,10.93267198908283,4,0.001939,0.522088364940889,65234.062887348424,37.54591465253499,32.20411983301817,4647.2364,3879.886124588573,0.000938
47,origin_1,0.2980131679818875,52155746.91384868,-903770.8725012682,427288.5447330013,-0.47278415108736727,0.5838753390759213,0.5627744832441455,2.4172727903617774,0.9697881979451571,0.008743,3.055116363542748,10.841957982566138,3,0.001768,0.8809961558410311,186993.54881405534,46.40347109163085,37.43927395341751,4909.770699999999,5669.2445653954255,0.000909
48,origin_1,0.33125048283884595,51920929.66545209,-944600.9676141785,437481.45387582236,-0.46313890084274323,0.5652346201081113,0.5562386048505658,103.90375600692282,0.9676352499261989,0.0087,3.2376640959172405,11.711023694833957,3,0.001701,0.38681047843355654,264994.5729476035,64.97275278493886,59.19528457658132,12350.606199999998,11573.151455532448,0.000889
49,origin_1,0.4144758684039427,69194668.49376482,-1328106.0812325152,936799.2916966846,-0.7053648085304389,0.6622131480426852,0.6314695125746554,1.937830213816526,0.9870763092140027,0.009232,3.170976077249424,10.207774368399734,3,0.00263,0.10049994822708748,80439.26692751984,63.6373664022271,39.99827279017915,24816.974,20010.64226496835,0.001737
50,origin_1,0.38356541478214656,55394236.244559996,-1054812.875162322,612261.7102377481,-0.5804458066967839,0.6376628987023611,0.5863631331738496,2.336843577198102,0.9734116852789378,0.010615,2.676761971020105,7.4691149060189534,2,0.002089,0.7050091940375537,269391.79042947176,58.88883211035087,39.19854003704864,14709.032000000001,9748.09345579238,0.000991
51,origin_1,0.3903053048840669,71927023.06098528,-1265777.286652284,827532.7052745734,-0.6537743361339847,0.6586464823836249,0.6245378377322289,3.04787249761101,0.9786933523387507,0.008602,3.619708436208524,16.89858265712135,3,0.001696,0.6227700457131303,187560.51470109544,41.83855825179366,37.48924154784185,7768.082399999999,8033.541585437925,0.000885
52,origin_1,0.41423831631510655,65252791.541653015,-1171361.7709729148,837352.7877234637,-0.7148541197720424,0.6688297464251589,0.6152226928780022,2.999029908511647,0.9785203035395363,0.009203,2.6933980877910897,6.7969614808150105,3,0.00167,0.5232267828781121,402853.8211350305,74.1797074202886,58.71888469223732,13403.6338,13112.325537760684,0.000912
53,origin_1,0.419426198882338,65845101.313539945,-1242403.584229316,773948.5266773312,-0.6229445379115068,0.6622564717746062,0.6285508787196412,6.5082110466593885,0.9793029423554617,0.008889,2.572312671899078,6.217146867985612,3,0.001858,0.7222812575922425,184961.27496652986,64.7167659242577,52.667639857123575,6821.052099999999,4862.175243122691,0.000837
54,origin_1,0.39195189925600493,52587915.42646787,-876896.5963888875,469317.0156989671,-0.535202232089442,0.6626907794739045,0.604929187986021,2.659481566571976,0.9667134036717103,0.010353,1.8949918906108314,2.9351672040170715,2,0.001846,0.7199018298670327,178723.10488755596,54.19356219530452,38.90351866229175,7412.563500000001,6381.437791803335,0.000968
55,origin_1,0.4099658394855674,70412544.68937865,-1475092.1941352875,965408.4278367753,-0.6544732808397149,0.6708976970867779,0.661964427569378,2.3675661852957246,0.9859581473437605,0.010246,3.4891950300764893,13.174259414915106,2,0.00221,0.8665621858990971,381039.9407538429,58.22848244158604,49.04668051406397,8421.0859,8965.224050905594,0.00114
56,origin_1,0.40850001889284737,67973122.30336633,-1265638.3500763979,875940.6883554944,-0.6920939842749075,0.7037538073082721,0.6523978324632671,3.175188757481473,0.9816760112042645,0.009856,2.8102800858625057,7.624159265147803,3,0.001955,0.528525288576357,257803.39890287718,90.67089233993042,52.43396511811708,13820.641999999998,9302.724638736285,0.001157
57,origin_1,0.35388404337498347,61638175.38931923,-1122338.0549984842,721020.2899339586,-0.6424270180653656,0.6542198352942417,0.5894460094363538,3.370139817534758,0.9796667937704711,0.009231,2.8833402932648515,8.556464596148295,3,0.001727,0.3441402937032659,20120.297176321743,29.580015640124742,20.292582764982832,4058.6877999999997,2881.1212787856207,0.000901
58,origin_1,0.2697831266667493,59147770.22418325,-1068007.546133982,562242.9599821203,-0.5264409994267837,0.6144484059113333,0.5770437084199307,2.4868165776133178,0.9804603379367385,0.00986,3.621508497369198,13.969102821114728,4,0.001744,0.706679191856568,146516.90372324825,67.81956222480535,45.65295342787675,6364.607999999999,4541.471049254611,0.000952
59,origin_1,0.4087243926151748,57138373.62984901,-1138753.4919427128,583247.9669564179,-0.5121810568162537,0.6361359883423803,0.6426481717225414,6.849160314108413,0.982542165797755,0.009182,2.5768531246396953,6.181302447277085,3,0.001746,0.536441253538191,280160.62386132794,54.77639388152484,41.39998135519896,20918.069,12614.928159568593,0.000961
60,origin_1,0.3544326532496821,66061540.81509426,-1253205.3560747798,765761.3678187148,-0.6110422079723551,0.6674803746473876,0.6381347803928539,2.6314489194219917,0.9856332490012519,0.008879,3.239253294477362,10.083191609483782,2,0.00171,0.6552144918728554,401843.43910595926,63.61940020937593,48.23198600606944,12278.571,12715.640551081133,0.000914
61,origin_1,0.3937190816446702,58939632.720524706,-1228968.9429837514,722610.2856536026,-0.5879809166692315,0.6468039172954752,0.6117144854968815,4.752911465980919,0.9781362440694434,0.008637,2.9851165885779527,9.25084828304946,4,0.00175,0.8417367733506655,494632.9935360014,110.61312004746738,60.70105424309493,11733.025,9680.784377217755,0.000939
62,origin_1,0.37060637832858423,61815437.59551186,-1145936.6027651518,689494.7912663418,-0.6016866810978783,0.6778177799991301,0.6539712429648202,163.87546236838315,0.9782166950167934,0.008693,2.7572286295681434,7.756547104649725,3,0.001779,0.46249517777355775,189225.13218475337,52.27018026052309,42.042075638063935,7975.693900000001,9731.671916744219,0.000912
63,origin_1,0.45913118751921445,62109844.70826851,-1348013.1193504212,965256.5730736231,-0.7160587380178909,0.6748898874115001,0.6201845216128563,3.0142331215085116,0.9828180417581229,0.00881,2.980628817200931,9.405565367619868,3,0.001718,0.4270524630129495,45564.65313290381,61.4210688496064,34.87511709728883,7020.351,3059.3640778743184,0.000962
64,origin_1,0.4033982374049506,60363368.83551418,-1075400.624644443,724731.5206207569,-0.6739177047255046,0.6259580825108824,0.5695817929931759,3.199586089772453,0.9768838267136581,0.008736,2.9913087028673795,9.665514411782759,3,0.00182,0.2869965490985118,235535.34171221434,72.33145571289123,53.987508804620106,19700.731,15201.488628320034,0.001208
65,origin_1,0.37606304269885815,65366478.10277625,-1242210.4582035257,818081.2692212131,-0.6585689758274257,0.6548214671766541,0.6027262225368228,2.091466950805446,0.9754525763391244,0.008514,3.2980761119939874,12.603541063623245,3,0.001832,0.6197377405618685,327461.41599585844,97.45767951167697,58.1655266927037,14858.297,9084.196627927291,0.000947
66,origin_1,0.40876368425902365,70369200.95963743,-1359002.060236622,786728.4331054412,-0.5789015750045737,0.6837404689371998,0.6588354395485831,3.105784906859207,0.9803224076976379,0.008714,3.2861371067409766,13.231047666464494,4,0.00179,0.23447670738909404,46619.63463837009,52.34879268142441,28.881117443002015,14322.581,6884.226743228885,0.00105
67,origin_1,0.4056392005179168,66737392.2573468,-1182506.664434181,721871.853499734,-0.6104590149140032,0.7154000808609149,0.6706444707201425,2.5231590681608185,0.9816803788494393,0.00882,2.4598726152767862,5.674425737667811,3,0.001757,0.7296685741616823,142130.63212324964,47.01168533057728,28.93213808349691,7319.107399999999,6732.579900447677,0.000926
68,origin_1,0.39864432317545084,50813291.38709849,-1022882.3299050649,534616.8753645574,-0.522657259524833,0.6069445168149388,0.6211928437842851,15.713773835659383,0.9737548019787495,0.008732,2.392301812247695,4.931376409858223,3,0.001751,0.8362592831387775,177818.4113433556,44.72605351877935,41.373369680899444,5129.0068,5139.429113217338,0.00124
69,origin_1,0.417980146439607,64367710.05201393,-1296840.9735212938,953566.9597667637,-0.7352998395613279,0.6560565635647053,0.6020191470239034,3.3602385909229873,0.9797340094817414,0.008775,3.074337512293884,9.47008084244805,2,0.001819,-0.11027050505585904,-62082.25428863559,39.79880425061653,31.8415121485665,16562.1512,17681.309672246094,0.000898
70,origin_1,0.39729701772601556,62536101.821765095,-1480399.514590361,1117832.5078590156,-0.7550884047461535,0.6328794841956309,0.5705701374818541,3.384469489685867,0.9857729780873653,0.009141,3.912677797233673,16.42683837567076,2,0.001729,0.8733667080978567,283733.48194810026,53.781195059204286,43.45136565791464,7165.548199999999,7476.709794485284,0.000931
71,origin_1,0.3916286773123019,61601447.63596277,-1198006.6088591623,642628.8930441207,-0.536415148540861,0.6565044891407914,0.6451888596503819,9.454845833418382,0.9785147756916264,0.00938,2.775386353828319,7.826480239183692,2,0.00172,0.09538566767770325,27312.754280072124,40.884985389269346,37.181897100541825,11559.6579,7701.065707759305,0.000886
72,origin_1,0.4023132935340801,52604746.61027381,-988960.643743023,618825.203267385,-0.6257328915792365,0.6296319580741159,0.5659571129013321,9.78800677540028,0.9743870742420209,0.009301,2.603741767448183,6.761594679067738,2,0.002497,0.30243093551076133,89391.26473917226,52.1853551861887,35.30273445225993,10047.0323,8372.603464899048,0.001339
73,origin_1,0.3787439050630902,54700248.3909207,-1175307.1891048017,706831.7580366619,-0.6014017140276625,0.6144960508747883,0.5767113754951712,2.924191096485514,0.9804216920268446,0.009634,3.492167693993471,13.16048792999974,3,0.002305,0.5832797064799395,185451.32542483,43.37438987847613,38.38055627271986,13732.382000000001,8284.032803592436,0.001234
74,origin_1,0.4923577591253473,74732491.58255345,-1487866.3080242688,1055781.695555964,-0.7095944641410235,0.7258901094676176,0.6919761318763111,2.6136918357148122,0.9870446111258038,0.009985,2.773978534420407,7.889599271081778,3,0.001856,0.7741648172883645,205315.80797558784,46.39802674417716,39.82347126169935,9141.304800000002,6659.626071939221,0.000985
75,origin_1,0.39460265589445387,53272379.363663726,-974242.5053404006,592550.8735268157,-0.6082170201758732,0.6092518664492472,0.5460584749836095,4.216252934200746,0.9744357482872427,0.008887,3.077118686031108,11.801099690777791,2,0.001721,0.19980097690195184,121089.95059177517,52.974341605868084,36.149362965317,14234.2744,16765.242754480612,0.000923
76,origin_1,0.4346263905911394,72351287.29735151,-1317095.3126242107,915023.172725562,-0.6947281369504299,0.694663861825471,0.6610183568864414,2.5656824184139433,0.9773962897694968,0.00874,2.919643335129293,9.450777935165187,3,0.00174,0.3349477126786113,22903.918828552247,37.44438093000719,24.594930241124317,4629.536,2780.2713497394857,0.000896
77,origin_1,0.4218648225101531,75605313.52171263,-1377253.2101779848,876226.2807520617,-0.6362129158797354,0.7050631209344511,0.6842608594473513,2.9492546160573485,0.9844333588468278,0.00838,2.8954436994974397,8.745110680625713,3,0.00182,0.2190654736349678,35770.029381256245,37.32765720460396,28.677820793886866,6703.174000000001,5693.760765456245,0.001007
78,origin_1,0.33241124379712594,61810589.859730735,-1113004.7155012966,692693.1849614267,-0.6223632077330761,0.616028094749598,0.5673789964266038,2.581113787720718,0.9753052591997281,0.008488,3.556575637271104,14.177367708617897,3,0.001677,0.32235639747939326,77076.4569857087,65.05387355322928,43.30187983657143,9974.976,5521.7749074695175,0.000897
